date,retailer_id,product_id,demand,fulfilled,stockout,stockout_rate
2025-04-15,R10,p1,16,0,16,1.0
2025-04-15,R10,p3,27,0,27,1.0
2025-04-15,R10,p2,21,0,21,1.0
2025-04-15,R10,p5,110,0,110,1.0
2025-04-16,R1,p4,31,0,31,1.0
2025-04-16,R1,p1,14,0,14,1.0
2025-04-16,R1,p3,21,0,21,1.0
2025-04-16,R1,p2,100,0,100,1.0
2025-04-16,R1,p5,37,0,37,1.0
2025-04-16,R2,p4,87,0,87,1.0
2025-04-16,R2,p1,94,0,94,1.0
2025-04-16,R2,p3,25,0,25,1.0
2025-04-16,R2,p2,82,0,82,1.0
2025-04-16,R2,p5,6,0,6,1.0
2025-04-16,R3,p4,99,0,99,1.0
2025-04-16,R3,p1,127,0,127,1.0
2025-04-16,R3,p3,43,0,43,1.0
2025-04-16,R3,p2,30,0,30,1.0
2025-04-16,R3,p5,89,0,89,1.0
2025-04-16,R4,p4,36,0,36,1.0
2025-04-16,R4,p1,18,0,18,1.0
2025-04-16,R4,p3,51,0,51,1.0
2025-04-16,R4,p2,84,0,84,1.0
2025-04-16,R4,p5,63,0,63,1.0
2025-04-16,R5,p4,43,0,43,1.0
2025-04-16,R5,p1,28,0,28,1.0
2025-04-16,R5,p3,129,0,129,1.0
2025-04-16,R5,p2,40,0,40,1.0
2025-04-16,R5,p5,89,0,89,1.0
2025-04-16,R6,p4,8,0,8,1.0
2025-04-16,R6,p1,33,0,33,1.0
2025-04-16,R6,p3,134,0,134,1.0
2025-04-16,R6,p2,65,0,65,1.0
2025-04-16,R6,p5,61,0,61,1.0
2025-04-16,R7,p4,62,0,62,1.0
2025-04-16,R7,p1,40,0,40,1.0
2025-04-16,R7,p3,82,0,82,1.0
2025-04-16,R7,p2,56,0,56,1.0
2025-04-16,R7,p5,27,0,27,1.0
2025-04-16,R8,p4,32,0,32,1.0
2025-04-16,R8,p1,89,0,89,1.0
2025-04-16,R8,p3,61,0,61,1.0
2025-04-16,R8,p2,74,0,74,1.0
2025-04-16,R8,p5,49,0,49,1.0
2025-04-16,R9,p4,82,0,82,1.0
2025-04-16,R9,p1,90,0,90,1.0
2025-04-16,R9,p3,84,0,84,1.0
2025-04-16,R9,p2,71,0,71,1.0
2025-04-16,R9,p5,65,0,65,1.0
2025-04-16,R10,p4,96,0,96,1.0
2025-04-16,R10,p1,14,0,14,1.0
2025-04-16,R10,p3,15,0,15,1.0
2025-04-16,R10,p2,24,0,24,1.0
2025-04-16,R10,p5,66,0,66,1.0
2025-04-17,R1,p4,36,0,36,1.0
2025-04-17,R1,p1,8,0,8,1.0
2025-04-17,R1,p3,11,0,11,1.0
2025-04-17,R1,p2,60,0,60,1.0
2025-04-17,R1,p5,58,0,58,1.0
2025-04-17,R2,p4,114,0,114,1.0
2025-04-17,R2,p1,67,0,67,1.0
2025-04-17,R2,p3,51,0,51,1.0
2025-04-17,R2,p2,41,0,41,1.0
2025-04-17,R2,p5,40,0,40,1.0
2025-04-17,R3,p4,55,0,55,1.0
2025-04-17,R3,p1,50,0,50,1.0
2025-04-17,R3,p3,41,0,41,1.0
2025-04-17,R3,p2,21,0,21,1.0
2025-04-17,R3,p5,14,0,14,1.0
2025-04-17,R4,p4,6,0,6,1.0
2025-04-17,R4,p1,29,0,29,1.0
2025-04-17,R4,p3,94,0,94,1.0
2025-04-17,R4,p2,1,0,1,1.0
2025-04-17,R4,p5,40,0,40,1.0
2025-04-17,R5,p4,22,0,22,1.0
2025-04-17,R5,p1,29,0,29,1.0
2025-04-17,R5,p3,112,0,112,1.0
2025-04-17,R5,p2,45,0,45,1.0
2025-04-17,R5,p5,70,0,70,1.0
2025-04-17,R6,p4,1,0,1,1.0
2025-04-17,R6,p1,71,0,71,1.0
2025-04-17,R6,p3,74,0,74,1.0
2025-04-17,R6,p2,31,0,31,1.0
2025-04-17,R6,p5,9,0,9,1.0
2025-04-17,R7,p4,125,0,125,1.0
2025-04-17,R7,p1,41,0,41,1.0
2025-04-17,R7,p3,111,0,111,1.0
2025-04-17,R7,p2,143,0,143,1.0
2025-04-17,R7,p5,53,0,53,1.0
2025-04-17,R8,p4,48,0,48,1.0
2025-04-17,R8,p1,8,0,8,1.0
2025-04-17,R8,p3,159,0,159,1.0
2025-04-17,R8,p2,178,0,178,1.0
2025-04-17,R8,p5,27,0,27,1.0
2025-04-17,R9,p4,75,0,75,1.0
2025-04-17,R9,p1,52,0,52,1.0
2025-04-17,R9,p3,72,0,72,1.0
2025-04-17,R9,p2,69,0,69,1.0
2025-04-17,R9,p5,43,0,43,1.0
2025-04-17,R10,p4,103,0,103,1.0
2025-04-17,R10,p1,18,0,18,1.0
2025-04-17,R10,p3,30,0,30,1.0
2025-04-17,R10,p2,19,0,19,1.0
2025-04-17,R10,p5,105,0,105,1.0
2025-04-18,R1,p4,43,0,43,1.0
2025-04-18,R1,p1,15,0,15,1.0
2025-04-18,R1,p3,22,0,22,1.0
2025-04-18,R1,p2,63,0,63,1.0
2025-04-18,R1,p5,51,0,51,1.0
2025-04-18,R2,p4,56,0,56,1.0
2025-04-18,R2,p1,62,0,62,1.0
2025-04-18,R2,p3,41,0,41,1.0
2025-04-18,R2,p2,62,0,62,1.0
2025-04-18,R2,p5,38,0,38,1.0
2025-04-18,R3,p4,25,0,25,1.0
2025-04-18,R3,p1,183,0,183,1.0
2025-04-18,R3,p3,68,0,68,1.0
2025-04-18,R3,p2,58,0,58,1.0
2025-04-18,R3,p5,29,0,29,1.0
2025-04-18,R4,p4,66,0,66,1.0
2025-04-18,R4,p1,20,0,20,1.0
2025-04-18,R4,p3,21,0,21,1.0
2025-04-18,R4,p2,21,0,21,1.0
2025-04-18,R4,p5,39,0,39,1.0
2025-04-18,R5,p4,35,0,35,1.0
2025-04-18,R5,p1,45,0,45,1.0
2025-04-18,R5,p3,146,0,146,1.0
2025-04-18,R5,p2,42,0,42,1.0
2025-04-18,R5,p5,88,0,88,1.0
2025-04-18,R6,p4,17,0,17,1.0
2025-04-18,R6,p1,57,0,57,1.0
2025-04-18,R6,p3,69,0,69,1.0
2025-04-18,R6,p2,55,0,55,1.0
2025-04-18,R6,p5,64,0,64,1.0
2025-04-18,R7,p4,116,0,116,1.0
2025-04-18,R7,p1,49,0,49,1.0
2025-04-18,R7,p3,62,0,62,1.0
2025-04-18,R7,p2,188,0,188,1.0
2025-04-18,R7,p5,71,0,71,1.0
2025-04-18,R8,p4,25,0,25,1.0
2025-04-18,R8,p1,71,0,71,1.0
2025-04-18,R8,p3,18,0,18,1.0
2025-04-18,R8,p2,158,0,158,1.0
2025-04-18,R8,p5,27,0,27,1.0
2025-04-18,R9,p4,90,0,90,1.0
2025-04-18,R9,p1,89,0,89,1.0
2025-04-18,R9,p3,127,0,127,1.0
2025-04-18,R9,p2,59,0,59,1.0
2025-04-18,R9,p5,77,0,77,1.0
2025-04-18,R10,p4,104,0,104,1.0
2025-04-18,R10,p1,10,0,10,1.0
2025-04-18,R10,p3,24,0,24,1.0
2025-04-18,R10,p2,22,0,22,1.0
2025-04-18,R10,p5,80,0,80,1.0
2025-04-19,R1,p4,21,0,21,1.0
2025-04-19,R1,p1,13,0,13,1.0
2025-04-19,R1,p3,2,0,2,1.0
2025-04-19,R1,p2,73,0,73,1.0
2025-04-19,R1,p5,26,0,26,1.0
2025-04-19,R2,p4,70,0,70,1.0
2025-04-19,R2,p1,26,0,26,1.0
2025-04-19,R2,p3,29,0,29,1.0
2025-04-19,R2,p2,48,0,48,1.0
2025-04-19,R2,p5,38,0,38,1.0
2025-04-19,R3,p4,73,0,73,1.0
2025-04-19,R3,p1,119,0,119,1.0
2025-04-19,R3,p3,79,0,79,1.0
2025-04-19,R3,p2,87,0,87,1.0
2025-04-19,R3,p5,94,0,94,1.0
2025-04-19,R4,p4,48,0,48,1.0
2025-04-19,R4,p1,60,0,60,1.0
2025-04-19,R4,p3,31,0,31,1.0
2025-04-19,R4,p2,56,0,56,1.0
2025-04-19,R4,p5,32,0,32,1.0
2025-04-19,R5,p4,24,0,24,1.0
2025-04-19,R5,p1,21,0,21,1.0
2025-04-19,R5,p3,84,0,84,1.0
2025-04-19,R5,p2,26,0,26,1.0
2025-04-19,R5,p5,128,0,128,1.0
2025-04-19,R6,p4,4,0,4,1.0
2025-04-19,R6,p1,41,0,41,1.0
2025-04-19,R6,p3,78,0,78,1.0
2025-04-19,R6,p2,78,0,78,1.0
2025-04-19,R6,p5,47,0,47,1.0
2025-04-19,R7,p4,79,0,79,1.0
2025-04-19,R7,p1,127,0,127,1.0
2025-04-19,R7,p3,36,0,36,1.0
2025-04-19,R7,p2,73,0,73,1.0
2025-04-19,R7,p5,98,0,98,1.0
2025-04-19,R8,p4,51,0,51,1.0
2025-04-19,R8,p1,279,0,279,1.0
2025-04-19,R8,p3,24,0,24,1.0
2025-04-19,R8,p2,102,0,102,1.0
2025-04-19,R8,p5,42,0,42,1.0
2025-04-19,R9,p4,117,0,117,1.0
2025-04-19,R9,p1,95,0,95,1.0
2025-04-19,R9,p3,104,0,104,1.0
2025-04-19,R9,p2,57,0,57,1.0
2025-04-19,R9,p5,30,0,30,1.0
2025-04-19,R10,p4,116,0,116,1.0
2025-04-19,R10,p1,14,0,14,1.0
2025-04-19,R10,p3,26,0,26,1.0
2025-04-19,R10,p2,25,0,25,1.0
2025-04-19,R10,p5,96,0,96,1.0
2025-04-20,R1,p4,35,0,35,1.0
2025-04-20,R1,p1,15,0,15,1.0
2025-04-20,R1,p3,9,0,9,1.0
2025-04-20,R1,p2,100,0,100,1.0
2025-04-20,R1,p5,31,0,31,1.0
2025-04-20,R2,p4,85,0,85,1.0
2025-04-20,R2,p1,168,0,168,1.0
2025-04-20,R2,p3,45,0,45,1.0
2025-04-20,R2,p2,20,0,20,1.0
2025-04-20,R2,p5,22,0,22,1.0
2025-04-20,R3,p4,113,0,113,1.0
2025-04-20,R3,p1,121,0,121,1.0
2025-04-20,R3,p3,8,0,8,1.0
2025-04-20,R3,p2,110,0,110,1.0
2025-04-20,R3,p5,45,0,45,1.0
2025-04-20,R4,p4,116,0,116,1.0
2025-04-20,R4,p1,21,0,21,1.0
2025-04-20,R4,p3,62,0,62,1.0
2025-04-20,R4,p2,31,0,31,1.0
2025-04-20,R4,p5,47,0,47,1.0
2025-04-20,R5,p4,29,0,29,1.0
2025-04-20,R5,p1,42,0,42,1.0
2025-04-20,R5,p3,75,0,75,1.0
2025-04-20,R5,p2,40,0,40,1.0
2025-04-20,R5,p5,40,0,40,1.0
2025-04-20,R6,p4,12,0,12,1.0
2025-04-20,R6,p1,52,0,52,1.0
2025-04-20,R6,p3,116,0,116,1.0
2025-04-20,R6,p2,38,0,38,1.0
2025-04-20,R6,p5,70,0,70,1.0
2025-04-20,R7,p4,112,0,112,1.0
2025-04-20,R7,p1,57,0,57,1.0
2025-04-20,R7,p3,113,0,113,1.0
2025-04-20,R7,p2,128,0,128,1.0
2025-04-20,R7,p5,13,0,13,1.0
2025-04-20,R8,p4,11,0,11,1.0
2025-04-20,R8,p1,119,0,119,1.0
2025-04-20,R8,p3,200,0,200,1.0
2025-04-20,R8,p2,109,0,109,1.0
2025-04-20,R8,p5,42,0,42,1.0
2025-04-20,R9,p4,94,0,94,1.0
2025-04-20,R9,p1,73,0,73,1.0
2025-04-20,R9,p3,127,0,127,1.0
2025-04-20,R9,p2,50,0,50,1.0
2025-04-20,R9,p5,65,0,65,1.0
2025-04-20,R10,p4,93,0,93,1.0
2025-04-20,R10,p1,11,0,11,1.0
2025-04-20,R10,p3,31,0,31,1.0
2025-04-20,R10,p2,25,0,25,1.0
2025-04-20,R10,p5,86,0,86,1.0
2025-04-21,R1,p4,18,0,18,1.0
2025-04-21,R1,p1,4,0,4,1.0
2025-04-21,R1,p3,34,0,34,1.0
2025-04-21,R1,p2,93,0,93,1.0
2025-04-21,R1,p5,104,0,104,1.0
2025-04-21,R2,p4,67,0,67,1.0
2025-04-21,R2,p1,58,0,58,1.0
2025-04-21,R2,p3,33,0,33,1.0
2025-04-21,R2,p2,58,0,58,1.0
2025-04-21,R2,p5,36,0,36,1.0
2025-04-21,R3,p4,173,0,173,1.0
2025-04-21,R3,p1,36,0,36,1.0
2025-04-21,R3,p3,82,0,82,1.0
2025-04-21,R3,p2,56,0,56,1.0
2025-04-21,R3,p5,105,0,105,1.0
2025-04-21,R4,p4,39,0,39,1.0
2025-04-21,R4,p1,30,0,30,1.0
2025-04-21,R4,p3,155,0,155,1.0
2025-04-21,R4,p2,79,0,79,1.0
2025-04-21,R4,p5,5,0,5,1.0
2025-04-21,R5,p4,32,0,32,1.0
2025-04-21,R5,p1,31,0,31,1.0
2025-04-21,R5,p3,116,0,116,1.0
2025-04-21,R5,p2,56,0,56,1.0
2025-04-21,R5,p5,109,0,109,1.0
2025-04-21,R6,p4,6,0,6,1.0
2025-04-21,R6,p1,148,0,148,1.0
2025-04-21,R6,p3,48,0,48,1.0
2025-04-21,R6,p2,164,0,164,1.0
2025-04-21,R6,p5,110,0,110,1.0
2025-04-21,R7,p4,42,0,42,1.0
2025-04-21,R7,p1,74,0,74,1.0
2025-04-21,R7,p3,95,0,95,1.0
2025-04-21,R7,p2,60,0,60,1.0
2025-04-21,R7,p5,84,0,84,1.0
2025-04-21,R8,p4,82,0,82,1.0
2025-04-21,R8,p1,211,0,211,1.0
2025-04-21,R8,p3,52,0,52,1.0
2025-04-21,R8,p2,138,0,138,1.0
2025-04-21,R8,p5,39,0,39,1.0
2025-04-21,R9,p4,123,0,123,1.0
2025-04-21,R9,p1,85,0,85,1.0
2025-04-21,R9,p3,66,0,66,1.0
2025-04-21,R9,p2,69,0,69,1.0
2025-04-21,R9,p5,65,0,65,1.0
2025-04-21,R10,p4,121,0,121,1.0
2025-04-21,R10,p1,13,0,13,1.0
2025-04-21,R10,p3,40,0,40,1.0
2025-04-21,R10,p2,16,0,16,1.0
2025-04-21,R10,p5,83,0,83,1.0
2025-04-22,R1,p4,15,0,15,1.0
2025-04-22,R1,p1,8,0,8,1.0
2025-04-22,R1,p3,21,0,21,1.0
2025-04-22,R1,p2,136,0,136,1.0
2025-04-22,R1,p5,103,0,103,1.0
2025-04-22,R2,p4,72,0,72,1.0
2025-04-22,R2,p1,56,0,56,1.0
2025-04-22,R2,p3,21,0,21,1.0
2025-04-22,R2,p2,35,0,35,1.0
2025-04-22,R2,p5,50,0,50,1.0
2025-04-22,R3,p4,96,0,96,1.0
2025-04-22,R3,p1,77,0,77,1.0
2025-04-22,R3,p3,37,0,37,1.0
2025-04-22,R3,p2,85,0,85,1.0
2025-04-22,R3,p5,13,0,13,1.0
2025-04-22,R4,p4,15,0,15,1.0
2025-04-22,R4,p1,17,0,17,1.0
2025-04-22,R4,p3,53,0,53,1.0
2025-04-22,R4,p2,49,0,49,1.0
2025-04-22,R4,p5,23,0,23,1.0
2025-04-22,R5,p4,34,0,34,1.0
2025-04-22,R5,p1,32,0,32,1.0
2025-04-22,R5,p3,144,0,144,1.0
2025-04-22,R5,p2,52,0,52,1.0
2025-04-22,R5,p5,100,0,100,1.0
2025-04-22,R6,p4,12,0,12,1.0
2025-04-22,R6,p1,35,0,35,1.0
2025-04-22,R6,p3,112,0,112,1.0
2025-04-22,R6,p2,69,0,69,1.0
2025-04-22,R6,p5,79,0,79,1.0
2025-04-22,R7,p4,84,0,84,1.0
2025-04-22,R7,p1,81,0,81,1.0
2025-04-22,R7,p3,64,0,64,1.0
2025-04-22,R7,p2,106,0,106,1.0
2025-04-22,R7,p5,82,0,82,1.0
2025-04-22,R8,p4,92,0,92,1.0
2025-04-22,R8,p1,49,0,49,1.0
2025-04-22,R8,p3,51,0,51,1.0
2025-04-22,R8,p2,75,0,75,1.0
2025-04-22,R8,p5,47,0,47,1.0
2025-04-22,R9,p4,123,0,123,1.0
2025-04-22,R9,p1,42,0,42,1.0
2025-04-22,R9,p3,143,0,143,1.0
2025-04-22,R9,p2,41,0,41,1.0
2025-04-22,R9,p5,50,0,50,1.0
2025-04-22,R10,p4,106,0,106,1.0
2025-04-22,R10,p1,12,0,12,1.0
2025-04-22,R10,p3,35,0,35,1.0
2025-04-22,R10,p2,22,0,22,1.0
2025-04-22,R10,p5,136,0,136,1.0
2025-04-23,R1,p4,49,0,49,1.0
2025-04-23,R1,p1,10,0,10,1.0
2025-04-23,R1,p3,23,0,23,1.0
2025-04-23,R1,p2,76,0,76,1.0
2025-04-23,R1,p5,99,0,99,1.0
2025-04-23,R2,p4,117,0,117,1.0
2025-04-23,R2,p1,37,0,37,1.0
2025-04-23,R2,p3,22,0,22,1.0
2025-04-23,R2,p2,21,0,21,1.0
2025-04-23,R2,p5,20,0,20,1.0
2025-04-23,R3,p4,131,0,131,1.0
2025-04-23,R3,p1,124,0,124,1.0
2025-04-23,R3,p3,169,0,169,1.0
2025-04-23,R3,p2,38,0,38,1.0
2025-04-23,R3,p5,117,0,117,1.0
2025-04-23,R4,p4,45,0,45,1.0
2025-04-23,R4,p1,7,0,7,1.0
2025-04-23,R4,p3,116,0,116,1.0
2025-04-23,R4,p2,90,0,90,1.0
2025-04-23,R4,p5,37,0,37,1.0
2025-04-23,R5,p4,20,0,20,1.0
2025-04-23,R5,p1,38,0,38,1.0
2025-04-23,R5,p3,79,0,79,1.0
2025-04-23,R5,p2,57,0,57,1.0
2025-04-23,R5,p5,85,0,85,1.0
2025-04-23,R6,p4,15,0,15,1.0
2025-04-23,R6,p1,55,0,55,1.0
2025-04-23,R6,p3,83,0,83,1.0
2025-04-23,R6,p2,48,0,48,1.0
2025-04-23,R6,p5,97,0,97,1.0
2025-04-23,R7,p4,80,0,80,1.0
2025-04-23,R7,p1,48,0,48,1.0
2025-04-23,R7,p3,65,0,65,1.0
2025-04-23,R7,p2,206,0,206,1.0
2025-04-23,R7,p5,92,0,92,1.0
2025-04-23,R8,p4,76,0,76,1.0
2025-04-23,R8,p1,58,0,58,1.0
2025-04-23,R8,p3,132,0,132,1.0
2025-04-23,R8,p2,119,0,119,1.0
2025-04-23,R8,p5,39,0,39,1.0
2025-04-23,R9,p4,139,0,139,1.0
2025-04-23,R9,p1,78,0,78,1.0
2025-04-23,R9,p3,101,0,101,1.0
2025-04-23,R9,p2,81,0,81,1.0
2025-04-23,R9,p5,40,0,40,1.0
2025-04-23,R10,p4,103,0,103,1.0
2025-04-23,R10,p1,14,0,14,1.0
2025-04-23,R10,p3,30,0,30,1.0
2025-04-23,R10,p2,18,0,18,1.0
2025-04-23,R10,p5,124,0,124,1.0
2025-04-24,R1,p4,10,0,10,1.0
2025-04-24,R1,p1,16,0,16,1.0
2025-04-24,R1,p3,36,0,36,1.0
2025-04-24,R1,p2,57,0,57,1.0
2025-04-24,R1,p5,51,0,51,1.0
2025-04-24,R2,p4,73,0,73,1.0
2025-04-24,R2,p1,95,0,95,1.0
2025-04-24,R2,p3,23,0,23,1.0
2025-04-24,R2,p2,23,0,23,1.0
2025-04-24,R2,p5,21,0,21,1.0
2025-04-24,R3,p4,55,0,55,1.0
2025-04-24,R3,p1,139,0,139,1.0
2025-04-24,R3,p3,95,0,95,1.0
2025-04-24,R3,p2,101,0,101,1.0
2025-04-24,R3,p5,45,0,45,1.0
2025-04-24,R4,p4,139,0,139,1.0
2025-04-24,R4,p1,27,0,27,1.0
2025-04-24,R4,p3,27,0,27,1.0
2025-04-24,R4,p2,65,0,65,1.0
2025-04-24,R4,p5,34,0,34,1.0
2025-04-24,R5,p4,45,0,45,1.0
2025-04-24,R5,p1,35,0,35,1.0
2025-04-24,R5,p3,68,0,68,1.0
2025-04-24,R5,p2,43,0,43,1.0
2025-04-24,R5,p5,107,0,107,1.0
2025-04-24,R6,p4,17,0,17,1.0
2025-04-24,R6,p1,37,0,37,1.0
2025-04-24,R6,p3,56,0,56,1.0
2025-04-24,R6,p2,66,0,66,1.0
2025-04-24,R6,p5,92,0,92,1.0
2025-04-24,R7,p4,43,0,43,1.0
2025-04-24,R7,p1,9,0,9,1.0
2025-04-24,R7,p3,71,0,71,1.0
2025-04-24,R7,p2,67,0,67,1.0
2025-04-24,R7,p5,44,0,44,1.0
2025-04-24,R8,p4,115,0,115,1.0
2025-04-24,R8,p1,76,0,76,1.0
2025-04-24,R8,p3,86,0,86,1.0
2025-04-24,R8,p2,121,0,121,1.0
2025-04-24,R8,p5,52,0,52,1.0
2025-04-24,R9,p4,109,0,109,1.0
2025-04-24,R9,p1,78,0,78,1.0
2025-04-24,R9,p3,90,0,90,1.0
2025-04-24,R9,p2,43,0,43,1.0
2025-04-24,R9,p5,88,0,88,1.0
2025-04-24,R10,p4,120,0,120,1.0
2025-04-24,R10,p1,14,0,14,1.0
2025-04-24,R10,p3,22,0,22,1.0
2025-04-24,R10,p2,15,0,15,1.0
2025-04-24,R10,p5,137,0,137,1.0
2025-04-25,R1,p4,43,0,43,1.0
2025-04-25,R1,p1,9,0,9,1.0
2025-04-25,R1,p3,36,0,36,1.0
2025-04-25,R1,p2,70,0,70,1.0
2025-04-25,R1,p5,138,0,138,1.0
2025-04-25,R2,p4,122,0,122,1.0
2025-04-25,R2,p1,58,0,58,1.0
2025-04-25,R2,p3,34,0,34,1.0
2025-04-25,R2,p2,42,0,42,1.0
2025-04-25,R2,p5,39,0,39,1.0
2025-04-25,R3,p4,35,0,35,1.0
2025-04-25,R3,p1,96,0,96,1.0
2025-04-25,R3,p3,32,0,32,1.0
2025-04-25,R3,p2,141,0,141,1.0
2025-04-25,R3,p5,62,0,62,1.0
2025-04-25,R4,p4,0,0,0,0.0
2025-04-25,R4,p1,40,0,40,1.0
2025-04-25,R4,p3,86,0,86,1.0
2025-04-25,R4,p2,80,0,80,1.0
2025-04-25,R4,p5,25,0,25,1.0
2025-04-25,R5,p4,38,0,38,1.0
2025-04-25,R5,p1,29,0,29,1.0
2025-04-25,R5,p3,82,0,82,1.0
2025-04-25,R5,p2,60,0,60,1.0
2025-04-25,R5,p5,54,0,54,1.0
2025-04-25,R6,p4,14,0,14,1.0
2025-04-25,R6,p1,102,0,102,1.0
2025-04-25,R6,p3,148,0,148,1.0
2025-04-25,R6,p2,112,0,112,1.0
2025-04-25,R6,p5,106,0,106,1.0
2025-04-25,R7,p4,160,0,160,1.0
2025-04-25,R7,p1,47,0,47,1.0
2025-04-25,R7,p3,24,0,24,1.0
2025-04-25,R7,p2,129,0,129,1.0
2025-04-25,R7,p5,42,0,42,1.0
2025-04-25,R8,p4,26,0,26,1.0
2025-04-25,R8,p1,223,0,223,1.0
2025-04-25,R8,p3,83,0,83,1.0
2025-04-25,R8,p2,67,0,67,1.0
2025-04-25,R8,p5,33,0,33,1.0
2025-04-25,R9,p4,124,0,124,1.0
2025-04-25,R9,p1,94,0,94,1.0
2025-04-25,R9,p3,83,0,83,1.0
2025-04-25,R9,p2,71,0,71,1.0
2025-04-25,R9,p5,70,0,70,1.0
2025-04-25,R10,p4,85,0,85,1.0
2025-04-25,R10,p1,13,0,13,1.0
2025-04-25,R10,p3,30,0,30,1.0
2025-04-25,R10,p2,27,0,27,1.0
2025-04-25,R10,p5,156,0,156,1.0
2025-04-26,R1,p4,43,0,43,1.0
2025-04-26,R1,p1,3,0,3,1.0
2025-04-26,R1,p3,16,0,16,1.0
2025-04-26,R1,p2,156,0,156,1.0
2025-04-26,R1,p5,69,0,69,1.0
